Afraga	África
Caroline County, Maryland	Condado de Caroline (Maryland)
Union County, Pennsylvania	Condado de Union (Pensilvânia)
Lawrence County, Pennsylvania	Condado de Lawrence (Pensilvânia)
Dorchester County, Maryland	Condado de Dorchester (Maryland)
Juniata County, Pennsylvania	Condado de Juniata
Calvert County, Maryland	Condado de Calvert
Harford County, Maryland	Condado de Harford
Luzerne County, Pennsylvania	Condado de Luzerne
Sullivan County, Pennsylvania	Condado de Sullivan (Pensilvânia)
Pocahontas County, Virginia an Iar	Condado de Pocahontas (Virgínia Ocidental)
Carroll County, Maryland	Condado de Carroll (Maryland)
Wood County, Virginia an Iar	Condado de Wood (Virgínia Ocidental)
Potter County, Pennsylvania	Condado de Potter (Pensilvânia)
Frederick County, Maryland	Condado de Frederick (Maryland)
Lackawanna County, Pennsylvania	Condado de Lackawanna
Wirt County, Virginia an Iar	Condado de Wirt
Washington County, Wisconsin	Condado de Washington (Wisconsin)
Iowa County, Wisconsin	Condado de Iowa (Wisconsin)
Vernon County, Wisconsin	Condado de Vernon (Wisconsin)
Richland County, Wisconsin	Condado de Richland (Wisconsin)
Murfreesboro, Tennessee	Murfreesboro (Tennessee)
Roanoke, Virginia	Roanoke (Virgínia)
Kanawha County, Virginia an Iar	Condado de Kanawha
McDowell County, Virginia an Iar	Condado de McDowell (Virgínia Ocidental)
Putnam County, Virginia an Iar	Condado de Putnam (Virgínia Ocidental)
Raleigh County, Virginia an Iar	Condado de Raleigh
Randolph County, Virginia an Iar	Condado de Randolph (Virgínia Ocidental)
Mercer County, Virginia an Iar	Condado de Mercer (Virgínia Ocidental)
Summers County, Virginia an Iar	Condado de Summers
Mason County, Virginia an Iar	Condado de Mason (Virgínia Ocidental)
Roane County, Virginia an Iar	Condado de Roane (Virgínia Ocidental)
Ritchie County, Virginia an Iar	Condado de Ritchie
Wyoming County, Virginia an Iar	Condado de Wyoming (Virgínia Ocidental)
Gadsden County, Florida	Condado de Gadsden
Wetzel County, Virginia an Iar	Condado de Wetzel
Florence County, Wisconsin	Condado de Florence (Wisconsin)
Fluvanna County, Virginia	Condado de Fluvanna
Frederick County, Virginia	Condado de Frederick (Virgínia)
Floyd County, Virginia	Condado de Floyd (Virgínia)
Franklin County, Virginia	Condado de Franklin (Virgínia)
Todd County, Dakota a Deas	Condado de Todd (Dakota do Sul)
Forest County, Wisconsin	Condado de Forest (Wisconsin)
Dane County, Wisconsin	Condado de Dane
Grayson County, Virginia	Condado de Grayson (Virgínia)
Williamsburg County, Carolina a Deas	Condado de Williamsburg
Fauquier County, Virginia	Condado de Fauquier
Juneau County, Wisconsin	Condado de Juneau
Winnebago County, Wisconsin	Condado de Winnebago (Wisconsin)
Guilford County, Carolina a Tuath	Condado de Guilford (Carolina do Norte)
Greenville County, Carolina a Deas	Condado de Greenville (Carolina do Sul)
Greenwood County, Carolina a Deas	Condado de Greenwood (Carolina do Sul)
Darlington County, Carolina a Deas	Condado de Darlington (Carolina do Sul)
Horry County, Carolina a Deas	Condado de Horry
Milwaukee County, Wisconsin	Condado de Milwaukee
Dillon County, Carolina a Deas	Condado de Dillon (Carolina do Sul)
Lexington County, Carolina a Deas	Condado de Lexington (Carolina do Sul)
Somerset County, Jersey Nuadh	Condado de Somerset (Nova Jersey)
Chesterfield County, Carolina a Deas	Condado de Chesterfield (Carolina do Sul)
Monmouth County, Jersey Nuadh	Condado de Monmouth
Dorchester County, Carolina a Deas	Condado de Dorchester (Carolina do Sul)
Union County, Carolina a Deas	Condado de Union (Carolina do Sul)
Hunterdon County, Jersey Nuadh	Condado de Hunterdon
Marion County, Carolina a Deas	Condado de Marion (Carolina do Sul)
Union County, Jersey Nuadh	Condado de Union (Nova Jersey)
Gloucester County, Jersey Nuadh	Condado de Gloucester (Nova Jersey)
Warren County, Jersey Nuadh	Condado de Warren (Nova Jersey)
Colleton County, Carolina a Deas	Condado de Colleton
Catawba County, Carolina a Tuath	Condado de Catawba
Yancey County, Carolina a Tuath	Condado de Yancey
Jones County, Carolina a Tuath	Condado de Jones (Carolina do Norte)
Haywood County, Carolina a Tuath	Condado de Haywood
Granville County, Carolina a Tuath	Condado de Granville (Carolina do Norte)
Hoke County, Carolina a Tuath	Condado de Hoke
Thurston County, Nebraska	Condado de Thurston (Nebraska)
Clay County, Carolina a Tuath	Condado de Clay (Carolina do Norte)
Jackson County, Carolina a Tuath	Condado de Jackson (Carolina do Norte)
Franklin County, Carolina a Tuath	Condado de Franklin (Carolina do Norte)
Montmorency County, Michigan	Condado de Montmorency (Michigan)
Schoolcraft County, Michigan	Condado de Schoolcraft (Michigan)
Golden Valley County, Montana	Condado de Golden Valley (Montana)
Presque Isle County, Michigan	Condado de Presque Isle
Ocean County, Jersey Nuadh	Condado de Ocean
Knox County, Nebraska	Condado de Knox (Nebraska)
Oscoda County, Michigan	Condado de Oscoda
Knox County, Maine	Condado de Knox (Maine)
Salem County, Jersey Nuadh	Condado de Salem
Oxford County, Maine	Condado de Oxford (Maine)
Lemvig	Lemvig
Pulaski County, Indiana	Condado de Pulaski (Indiana)
Union County, Kentucky	Condado de Union (Kentucky)
Otsego County, Michigan	Condado de Otsego (Michigan)
Lawrence County, Kentucky	Condado de Lawrence (Kentucky)
Manistee County, Michigan	Condado de Manistee
Missaukee County, Michigan	Condado de Missaukee
Livingston County, Michigan	Condado de Livingston (Michigan)
Lawrence County, Alabama	Condado de Lawrence (Alabama)
Marion County, Alabama	Condado de Marion (Alabama)
Randolph County, Alabama	Condado de Randolph (Alabama)
Macon County, Alabama	Condado de Macon (Alabama)
Montgomery County, Alabama	Condado de Montgomery (Alabama)
Iredell County, Carolina a Tuath	Condado de Iredell
Watauga County, Carolina a Tuath	Condado de Watauga
Todd County, Kentucky	Condado de Todd (Kentucky)
Washington County, Kentucky	Condado de Washington (Kentucky)
Vermillion County, Indiana	Condado de Vermillion
Wayne County, Kentucky	Condado de Wayne (Kentucky)
Wayne County, Indiana	Condado de Wayne (Indiana)
Putnam County, Florida	Condado de Putnam (Flórida)
Taylor County, Florida	Condado de Taylor (Flórida)
Wilcox County, Alabama	Condado de Wilcox (Alabama)
Winston County, Alabama	Condado de Winston (Alabama)
Warrick County, Indiana	Condado de Warrick
Tuaidh	Rio Tweed
Russell County, Alabama	Condado de Russell (Alabama)
Lawton, Oklahoma	Lawton (Oklahoma)
Wolfe County, Kentucky	Condado de Wolfe
Woodford County, Kentucky	Condado de Woodford (Kentucky)
Spencer County, Kentucky	Condado de Spencer (Kentucky)
St. Clair County, Alabama	Condado de St. Clair (Alabama)
Walton County, Florida	Condado de Walton (Flórida)
Robertson County, Kentucky	Condado de Robertson (Kentucky)
Wells County, Indiana	Condado de Wells (Indiana)
McLean County, Kentucky	Condado de McLean (Kentucky)
Leslie County, Kentucky	Condado de Leslie
Laurel County, Kentucky	Condado de Laurel
Martin County, Kentucky	Condado de Martin (Kentucky)
Magoffin County, Kentucky	Condado de Magoffin
Nicholas County, Kentucky	Condado de Nicholas (Kentucky)
Chris Pratt	Chris Pratt
Oisean	Ossian
Tuscaloosa County, Alabama	Condado de Tuscaloosa
Sumter County, Florida	Condado de Sumter (Flórida)
Camden County, Carolina a Tuath	Condado de Camden (Carolina do Norte)
Brunswick County, Carolina a Tuath	Condado de Brunswick (Carolina do Norte)
Bertie County, Carolina a Tuath	Condado de Bertie
Buncombe County, Carolina a Tuath	Condado de Buncombe
Burke County, Carolina a Tuath	Condado de Burke (Carolina do Norte)
Bartholomew County, Indiana	Condado de Bartholomew
Alamance County, Carolina a Tuath	Condado de Alamance
Bladen County, Carolina a Tuath	Condado de Bladen
Carroll County, Indiana	Condado de Carroll (Indiana)
Caswell County, Carolina a Tuath	Condado de Caswell
Clark County, Indiana	Condado de Clark (Indiana)
Benton County, Indiana	Condado de Benton (Indiana)
Fayette County, Virginia an Iar	Condado de Fayette (Virgínia Ocidental)
Marshall County, Virginia an Iar	Condado de Marshall (Virgínia Ocidental)
Gilmer County, Virginia an Iar	Condado de Gilmer (Virgínia Ocidental)
Marion County, Virginia an Iar	Condado de Marion (Virgínia Ocidental)
Harrison County, Virginia an Iar	Condado de Harrison (Virgínia Ocidental)
Jackson County, Virginia an Iar	Condado de Jackson (Virgínia Ocidental)
Hancock County, Virginia an Iar	Condado de Hancock (Virgínia Ocidental)
Ainmear trusaidh	Substantivo coletivo
Blackford County, Indiana	Condado de Blackford
Cass County, Indiana	Condado de Cass (Indiana)
Metcalfe County, Kentucky	Condado de Metcalfe
Northumberland County, Virginia	Condado de Northumberland (Virgínia)
Wabash County, Indiana	Condado de Wabash (Indiana)
Lamar County, Alabama	Condado de Lamar (Alabama)
Vanderburgh County, Indiana	Condado de Vanderburgh
Owsley County, Kentucky	Condado de Owsley
Fountain County, Indiana	Condado de Fountain
Martin County, Carolina a Tuath	Condado de Martin (Carolina do Norte)
Perry County, Kentucky	Condado de Perry (Kentucky)
Trimble County, Kentucky	Condado de Trimble
Livingston County, Kentucky	Condado de Livingston (Kentucky)
Wakulla County, Florida	Condado de Wakulla
McCreary County, Kentucky	Condado de McCreary
Meade County, Kentucky	Condado de Meade (Kentucky)
Monroe County, Kentucky	Condado de Monroe (Kentucky)
Letcher County, Kentucky	Condado de Letcher
Rowan County, Kentucky	Condado de Rowan (Kentucky)
Oldham County, Kentucky	Condado de Oldham (Kentucky)
Redwood City, Calafòrnia	Redwood City
Taylor County, Wisconsin	Condado de Taylor (Wisconsin)
Price County, Wisconsin	Condado de Price
Scott County, Virginia	Condado de Scott (Virgínia)
Marathon County, Wisconsin	Condado de Marathon
Richmond County, Virginia	Condado de Richmond (Virgínia)
Highland County, Virginia	Condado de Highland (Virgínia)
Ozaukee County, Wisconsin	Condado de Ozaukee
Prince Edward County, Virginia	Condado de Prince Edward (Virgínia)
Halifax County, Virginia	Condado de Halifax (Virgínia)
Lancaster County, Virginia	Condado de Lancaster (Virgínia)
Fairfield County, Carolina a Deas	Condado de Fairfield (Carolina do Sul)
Georgetown County, Carolina a Deas	Condado de Georgetown
Florence County, Carolina a Deas	Condado de Florence (Carolina do Sul)
Richland County, Carolina a Deas	Condado de Richland (Carolina do Sul)
McCormick County, Carolina a Deas	Condado de McCormick
Orangeburg County, Carolina a Deas	Condado de Orangeburg
Henry County, Indiana	Condado de Henry (Indiana)
Hamilton County, Indiana	Condado de Hamilton (Indiana)
Fulton County, Indiana	Condado de Fulton (Indiana)
Kershaw County, Carolina a Deas	Condado de Kershaw
Gibson County, Indiana	Condado de Gibson (Indiana)
Hancock County, Indiana	Condado de Hancock (Indiana)
Greene County, Indiana	Condado de Greene (Indiana)
York County, Virginia	Condado de York (Virgínia)
Goochland County, Virginia	Condado de Goochland
Tazewell County, Virginia	Condado de Tazewell (Virgínia)
Surry County, Virginia	Condado de Surry (Virgínia)
Wake County, Carolina a Tuath	Condado de Wake
Pitt County, Carolina a Tuath	Condado de Pitt
Orange County, Virginia	Condado de Orange (Virgínia)
Marion County, Indiana	Condado de Marion (Indiana)
Nash County, Carolina a Tuath	Condado de Nash
Walker County, Alabama	Condado de Walker (Alabama)
Madison County, Carolina a Tuath	Condado de Madison (Carolina do Norte)
Pulaski County, Kentucky	Condado de Pulaski (Kentucky)
Shelby County, Kentucky	Condado de Shelby (Kentucky)
Franklin County, Maine	Condado de Franklin (Maine)
Trigg County, Kentucky	Condado de Trigg
Mitchell County, Carolina a Tuath	Condado de Mitchell (Carolina do Norte)
Whitley County, Kentucky	Condado de Whitley (Kentucky)
Hancock County, Maine	Condado de Hancock (Maine)
Warren County, Kentucky	Condado de Warren (Kentucky)
Somerset County, Maine	Condado de Somerset (Maine)
McCracken County, Kentucky	Condado de McCracken
Kosciusko County, Indiana	Condado de Kosciusko
Rockcastle County, Kentucky	Condado de Rockcastle
Martinez, Calafòrnia	Martinez (Califórnia)
Martin County, Indiana	Condado de Martin (Indiana)
Hendricks County, Indiana	Condado de Hendricks
Harrison County, Indiana	Condado de Harrison (Indiana)
Fayette County, Indiana	Condado de Fayette (Indiana)
Noble County, Indiana	Condado de Noble (Indiana)
Putnam County, Indiana	Condado de Putnam (Indiana)
Parke County, Indiana	Condado de Parke
Ripley County, Indiana	Condado de Ripley (Indiana)
Randolph County, Indiana	Condado de Randolph (Indiana)
Madison County, Indiana	Condado de Madison (Indiana)
Johnson County, Indiana	Condado de Johnson (Indiana)
Wayne County, Carolina a Tuath	Condado de Wayne (Carolina do Norte)
Jay County, Indiana	Condado de Jay
Newark, Delaware	Newark (Delaware)
Bàthadh	Afogamento
Northampton County, Carolina a Tuath	Condado de Northampton (Carolina do Norte)
Stokes County, Carolina a Tuath	Condado de Stokes
Scotland County, Carolina a Tuath	Condado de Scotland (Carolina do Norte)
Montgomery County, Carolina a Tuath	Condado de Montgomery (Carolina do Norte)
Grant County, Indiana	Condado de Grant (Indiana)
Ohio County, Indiana	Condado de Ohio (Indiana)
Porter County, Indiana	Condado de Porter
Jasper County, Indiana	Condado de Jasper (Indiana)
Jackson County, Indiana	Condado de Jackson (Indiana)
Franklin County, Indiana	Condado de Franklin (Indiana)
Wexford County, Michigan	Condado de Wexford (Michigan)
Roscommon County, Michigan	Condado de Roscommon (Michigan)
Russell County, Virginia	Condado de Russell (Virgínia)
Ogemaw County, Michigan	Condado de Ogemaw
Sagadahoc County, Maine	Condado de Sagadahoc
Lincoln County, Maine	Condado de Lincoln (Maine)
Piscataquis County, Maine	Condado de Piscataquis
Washington County, Maine	Condado de Washington (Maine)
Kearney County, Nebraska	Condado de Kearney
Spencer County, Indiana	Condado de Spencer (Indiana)
White County, Indiana	Condado de White (Indiana)
Union County, Indiana	Condado de Union (Indiana)
Warren County, Indiana	Condado de Warren (Indiana)
Tipton County, Indiana	Condado de Tipton (Indiana)
Howard County, Indiana	Condado de Howard (Indiana)
Tippecanoe County, Indiana	Condado de Tippecanoe (Indiana)
Starke County, Indiana	Condado de Starke
Whitley County, Indiana	Condado de Whitley (Indiana)
Vigo County, Indiana	Condado de Vigo
St. Joseph County, Indiana	Condado de St. Joseph (Indiana)
Pasquotank County, Carolina a Tuath	Condado de Pasquotank
Switzerland County, Indiana	Condado de Switzerland
Huntington County, Indiana	Condado de Huntington
Spartanburg County, Carolina a Deas	Condado de Spartanburg
Macon County, Carolina a Tuath	Condado de Macon (Carolina do Norte)
Washington County, Carolina a Tuath	Condado de Washington (Carolina do Norte)
Pamlico County, Carolina a Tuath	Condado de Pamlico
Sampson County, Carolina a Tuath	Condado de Sampson
Robeson County, Carolina a Tuath	Condado de Robeson
Transylvania County, Carolina a Tuath	Condado de Transylvania
Lincoln County, Carolina a Tuath	Condado de Lincoln (Carolina do Norte)
Mecklenburg County, Carolina a Tuath	Condado de Mecklenburg (Carolina do Norte)
Moore County, Carolina a Tuath	Condado de Moore (Carolina do Norte)
Stanly County, Carolina a Tuath	Condado de Stanly
McDowell County, Carolina a Tuath	Condado de McDowell (Carolina do Norte)
Pender County, Carolina a Tuath	Condado de Pender
Consigliere	Consigliere
Lee County, Carolina a Tuath	Condado de Lee (Carolina do Norte)
Warren County, Carolina a Tuath	Condado de Warren (Carolina do Norte)
Richmond County, Carolina a Tuath	Condado de Richmond (Carolina do Norte)
Surry County, Carolina a Tuath	Condado de Surry (Carolina do Norte)
Polk County, Carolina a Tuath	Condado de Polk (Carolina do Norte)
Lenoir County, Carolina a Tuath	Condado de Lenoir
Tyrrell County, Carolina a Tuath	Condado de Tyrrell
Randolph County, Carolina a Tuath	Condado de Randolph (Carolina do Norte)
Orange County, Carolina a Tuath	Condado de Orange (Carolina do Norte)
Rowan County, Carolina a Tuath	Condado de Rowan (Carolina do Norte)
Vance County, Carolina a Tuath	Condado de Vance
Lunenburg County, Virginia	Condado de Lunenburg
New Hanover County, Carolina a Tuath	Condado de New Hanover
Onslow County, Carolina a Tuath	Condado de Onslow
Union County, Carolina a Tuath	Condado de Union (Carolina do Norte)
Rutherford County, Carolina a Tuath	Condado de Rutherford (Carolina do Norte)
Person County, Carolina a Tuath	Condado de Person
Laurens County, Carolina a Deas	Condado de Laurens (Carolina do Sul)
Dearborn County, Indiana	Condado de Dearborn
Davie County, Carolina a Tuath	Condado de Davie
Delaware County, Indiana	Condado de Delaware (Indiana)
Columbus County, Carolina a Tuath	Condado de Columbus
Gates County, Carolina a Tuath	Condado de Gates
Dubois County, Indiana	Condado de Dubois
Clinton County, Indiana	Condado de Clinton (Indiana)
Forsyth County, Carolina a Tuath	Condado de Forsyth (Carolina do Norte)
Racine County, Wisconsin	Condado de Racine
Outagamie County, Wisconsin	Condado de Outagamie
Mineral County, Virginia an Iar	Condado de Mineral (Virgínia Ocidental)
Mecklenburg County, Virginia	Condado de Mecklenburg (Virgínia)
Wilson County, Carolina a Tuath	Condado de Wilson (Carolina do Norte)
Washington County, Virginia	Condado de Washington (Virgínia)
Rappahannock County, Virginia	Condado de Rappahannock
Warren County, Virginia	Condado de Warren (Virgínia)
Shenandoah County, Virginia	Condado de Shenandoah
Tyler County, Virginia an Iar	Condado de Tyler (Virgínia Ocidental)
Talbot County, Maryland	Condado de Talbot (Maryland)
Taylor County, Virginia an Iar	Condado de Taylor (Virgínia Ocidental)
Wicomico County, Maryland	Condado de Wicomico
St. Mary's County, Maryland	Condado de Saint Mary's
Somerset County, Maryland	Condado de Somerset (Maryland)
Queen Anne's County, Maryland	Condado de Queen Anne's
Washington County, Maryland	Condado de Washington (Maryland)
Hyde County, Carolina a Tuath	Condado de Hyde (Carolina do Norte)
Davidson County, Carolina a Tuath	Condado de Davidson (Carolina do Norte)
Henderson County, Carolina a Tuath	Condado de Henderson (Carolina do Norte)
Currituck County, Carolina a Tuath	Condado de Currituck
Greene County, Carolina a Tuath	Condado de Greene (Carolina do Norte)
Duplin County, Carolina a Tuath	Condado de Duplin
Cumberland County, Carolina a Tuath	Condado de Cumberland (Carolina do Norte)
Gaston County, Carolina a Tuath	Condado de Gaston
OpenOffice.org	OpenOffice.org
San Sebastián de La Gomera	San Sebastián de la Gomera
Morgan County, Indiana	Condado de Morgan (Indiana)
Montgomery County, Indiana	Condado de Montgomery (Indiana)
Monroe County, Indiana	Condado de Monroe (Indiana)
Lawrence County, Indiana	Condado de Lawrence (Indiana)
Knox County, Indiana	Condado de Knox (Indiana)
Owen County, Indiana	Condado de Owen (Indiana)
Tallapoosa County, Alabama	Condado de Tallapoosa
Perry County, Indiana	Condado de Perry (Indiana)
Marlboro County, Carolina a Deas	Condado de Marlboro (Carolina do Sul)
Pike County, Indiana	Condado de Pike (Indiana)
Posey County, Indiana	Condado de Posey
Lake County, Indiana	Condado de Lake (Indiana)
Jennings County, Indiana	Condado de Jennings
Scott County, Illinois	Condado de Scott (Illinois)
Orange County, Indiana	Condado de Orange (Indiana)
Pittsylvania County, Virginia	Condado de Pittsylvania
Saluda County, Carolina a Deas	Condado de Saluda
Powhatan County, Virginia	Condado de Powhatan
Page County, Virginia	Condado de Page (Virgínia)
Oconee County, Carolina a Deas	Condado de Oconee (Carolina do Sul)
Madison County, Virginia	Condado de Madison (Virgínia)
Pickens County, Carolina a Deas	Condado de Pickens (Carolina do Sul)
Rockingham County, Virginia	Condado de Rockingham (Virgínia)
Wythe County, Virginia	Condado de Wythe
Roanoke County, Virginia	Condado de Roanoke
Wise County, Virginia	Condado de Wise (Virgínia)
Lee County, Virginia	Condado de Lee (Virgínia)
Patrick County, Virginia	Condado de Patrick
Pulaski County, Virginia	Condado de Pulaski (Virgínia)
Nelson County, Virginia	Condado de Nelson (Virgínia)
Louisa County, Virginia	Condado de Louisa (Virgínia)
Newberry County, Carolina a Deas	Condado de Newberry
Nottoway County, Virginia	Condado de Nottoway
Rudolstadt	Rudolstadt
Sgioba nàiseanta rugbaidh na Frainge	Seleção Francesa de Rugby Union
Inbhir Theòrsa	Thurso
Prionnsalachd-taghaidh Hesse-Kassel	Eleitorado de Hesse
Craven County, Carolina a Tuath	Condado de Craven
Siorrachd Lannraig	Lanarkshire
Prionnsalachd Leyen	Principado de Leyen
Tatacoa	Deserto de Tatacoa
Còirnealair Parker	Tom Parker
Isaac Watts	Isaac Watts
Victoria	Victoria
Hydra	Hidra
C.B Obar Bhrothaig	Arbroath Football Club
Dùn nam Frangach	Forte Louisbourg
Puerto del Rosario	Puerto del Rosario
T in the Park	T in the Park
West Coast Region	Costa Oeste (Nova Zelândia)
Prionnsalachd Reuß-Ebersdorf	Condado de Reuss-Ebersdorf
Aonghus	Angus Mac Og
Campamento (Antioquia)	Campamento (Antioquia)
Red Bluff, Calafòrnia	Red Bluff
Uèir	Arame
Whalsay	Whalsay
C. Aubrey Smith	C. Aubrey Smith
Ty Olsson	Ty Olsson
Benjamin Neeve Peach	Benjamin Neeve Peach
Gaoth an Fhaighein	Flato vaginal
John Haldane	John Scott Haldane
Mariano Ospina Pérez	Mariano Ospina Pérez
Annapolis Royal	Annapolis Royal
Anarag	Parca (vestuário)
Ansonia, Connecticut	Ansonia (Connecticut)
Àibheis	Planície abissal
Thal	Thal (Áustria)
Pearl City, Hawaii	Pearl City (Havaí)
Oware	Oware
Coimeasach	Grau (gramática)
Sterling, Illinois	Sterling (Illinois)
Mocoa	Mocoa
Pont Grog y Borth	Ponte Suspensa Menai
Boden	Boden
Westport, Connecticut	Westport (Connecticut)
Cocteau Twins	Cocteau Twins
Lihue, Hawaii	Lihue
Blàr na h-Eaglaise Brice (1298)	Batalha de Falkirk (1298)
Eideard VIII	Eduardo VIII do Reino Unido
Baile Ùr Dhùn Èideann	Cidade Nova de Edimburgo
Sean Bhaile Dhùn Èideann	Cidade Velha de Edimburgo
St. Croix County, Wisconsin	Condado de St. Croix
Ceimigear	Químico
Shelton, Connecticut	Shelton (Connecticut)
Nelson County, Kentucky	Condado de Nelson (Kentucky)
Valentín González	Valentín González
Blaenau Gwent	Blaenau Gwent
Taisbeanadh Obar Bhrothaig	Declaração de Arbroath
Caldas	Caldas (Antioquia)
Sgioba nàiseanta rugbaidh na h-Èireann	Seleção Irlandesa de Rugby Union
Urras Nàiseanta na h-Alba	National Trust for Scotland
Malairt	Comércio
Camógaíocht	Camogie
Eilean Eirisgeigh	Eriskay
A' Cheò na h-Abhalon	As Brumas de Avalon
Goldfrapp	Goldfrapp
Saoil	Seil
Cuan-choire	Turbilhão
Y Fenni	Abergavenny
Lorain, Ohio	Lorain (Ohio)
Sgioba nàiseanta rugbaidh na Cairtbheil	Seleção Georgiana de Rugby Union
Dover	Dover (desambiguação)
Brot Cuilinn	Cullen Skink
Dùn Bhlàthain	Dunblane
Breukelen	Breukelen
Uachdaran	Senhorio
Cherokee County, Carolina a Deas	Condado de Cherokee (Carolina do Sul)
Corrag	Dedos da mão
Deist	Deísmo
Bòrd-sgeadachaidh	Cômoda
Sgioba nàiseanta rugbaidh Astràilia	Seleção Australiana de Rugby Union
Alcelaphus buselaphus	Búbalu
Beatragus hunteri	Beatragus hunteri
An Eaglais Bhreac	Falkirk
Beannachd	Bênção
Arauca (baile)	Arauca (município)
Stràc throm	Acento grave
Tourville-sur-Arques	Tourville-sur-Arques
Susanville, Calafòrnia	Susanville
Poblachd Ghranada Ùire	República de Nova Granada
Norwich, Connecticut	Norwich (Connecticut)
San Rafael, Calafòrnia	São Rafael (Califórnia)
Archibald Geikie	Archibald Geikie
Waipahu, Hawaii	Waipahu
Lafayette, Indiana	Lafayette (Indiana)
Neiva	Neiva (Colômbia)
Edwin Morgan	Edwin Morgan
Sidni-a-Tuath	North Sydney (Nova Escócia)
Bun Abhann Duinne	Cushendun
Cebreros	Cebreros
Uainfheoil	Carne de cordeiro
Old Firm	Old Firm
Cathag nan casan dearg	Gralha-de-bico-vermelho
Torfaen	Torfaen
Cath na Bòinne	Batalha do Boyne
Sgioba nàiseanta rugbaidh na h-Argantain	Seleção Argentina de Rugby Union
Còmhall	Cowal
Arrecife	Arrecife (Espanha)
Farafra	Oásis de Farafra
Martin County, Florida	Condado de Martin (Flórida)
Rathad-iarainn Talyllyn	Via Férrea de Talyllyn
Siostam foirmeil	Sistema formal
Iarlachd-crìche Bhaden	Marca de Bade
Gille-fionn	Bolinus brandaris
Blàr Chùil Lodair	Batalha de Culloden
Dùn Phrìs	Dumfries
Earra-Ghàidheal	Argyll
Tuatha Dè Danann	Tuatha Dé Danann
Galldachd	Terras Baixas (Escócia)
Metro de Medellín	Metrô de Medellín
Cealsach	Kelso (Reino Unido)
Slighe Costa na Cuimrigh	Passeio Wales Coast
Canterbury Region	Canterbury (Nova Zelândia)
Cartagena de Indias	Cartagena das Índias
Uibhist a Tuath	North Uist
Lannraig	Lanark (desambiguação)
An Roinn Charaibeach	Caribe
Nevada City, Calafòrnia	Nevada City
Iòrdan	Jordan
Medellín (Spàinn)	Medellín (Espanha)
Prionnsalachd Hohenzollern-Hechingen	Hohenzollern-Hechingen
Tanami	Deserto de Tanami
Alpenhorn	Trompa alpina
Santiago de Veraguas	Santiago de Veraguas
Crann-togail	Torre de perfuração
Bile (Pàrlamaid)	Projeto de lei
Diùcachd Anhalt-Bernburg	Anhalt-Bernburg
Clifton, Arizona	Clifton (Arizona)
Cathair Challdainn	Kirkcaldy
Blas (dualchainnt)	Sotaque
Gàidheal	Gaels
Otago	Otago
Rathad-iarainn na Gàidhealtachd	Highland Railway
Gaoth Dobhair	Gweedore
Montagnola	Montagnola
Bowling Green, Kentucky	Bowling Green (Kentucky)
Prionnsalachd Schwarzburg-Rudolstadt	Schwarzburg-Rudolstadt
Bermeo	Bermeo
Garfield County, Washington	Condado de Garfield (Washington)
Diùcachd Nassau-Weilburg	Casa de Nassau-Weilburg
Prionnsalachd Regensburg	Principado de Ratisbona
Oilthigh Erfurt	Universidade de Erfurt
Arthur Aikin	Arthur Aikin
Liosta dùthchannan a-rèir àireamh-shluaigh	Lista de países por população
Aird nan Saighead	Arthur's Seat
Dùthchannan ann an Àisia	Lista de Estados soberanos e territórios dependentes da Ásia
Cromleax	Obelix
Dealan-spèid	Telegrafia
Justin Rose	Justin Rose
Na h-Eileanan Asgrab	Ilhas Ascrib
Comar	Confluência
Almost Famous	Quase Famosos
Pluto	Pluto (desambiguação)
Auckland Region	Auckland (região)
Danu	Danu
Manach	Monge
Tahlequah, Oklahoma	Tahlequah
Neil Bartlett	Neil Bartlett
Tobar na Màthar	Motherwell (Escócia)
C.B. Greatna	Gretna Football Club
Mompós	Mompós
Nathair (Ceòl)	Serpentão
SS Great Britain	SS Great Britain
Whangarei	Whangarei
Setsubun	Setsubun
Woods Hole, Massachusetts	Woods Hole
Pàrtaidh Tòraidh Choloimbia	Partido Conservador Colombiano
Castell-nedd Port Talbot	Neath Port Talbot
The Chronic	The Chronic
Caisleán an Bharraigh	Castlebar
Nefud	Deserto de Nefud
Duine-uasal	Gentil-homem
Villavicencio	Villavicêncio
BBC Radio 3	BBC Radio 3
Chatroulette.com	Chatroulette
Hertford County, Carolina a Tuath	Condado de Hertford
Latha Mhartin Luther King	Dia de Martin Luther King
Status quo ante bellum	Status quo ante bellum
Unst	Unst
Rehoboth Beach, Delaware	Rehoboth Beach
Guairá	Guairá (departamento)
Bristol, Connecticut	Bristol (Connecticut)
Torrington, Connecticut	Torrington (Connecticut)
Derby, Connecticut	Derby (Connecticut)
New Castle, Delaware	New Castle (Delaware)
Georgetown, Delaware	Georgetown (Delaware)
Milford, Delaware	Milford (Delaware)
Randallstown, Maryland	Randallstown
Seaford, Delaware	Seaford (Delaware)
Smyrna, Delaware	Smyrna (Delaware)
Beinn na Faoghla	Benbecula
Greenville, Delaware	Greenville (Delaware)
Harrington, Delaware	Harrington (Delaware)
Milford, Connecticut	Milford (Connecticut)
Rockville, Connecticut	Rockville (Connecticut)
Delaware City, Delaware	Delaware City
Lewes, Delaware	Lewes (Delaware)
Caisteal Shruighlea	Castelo de Stirling
Caisteal Conwy	Castelo de Conwy
